cif,frekuensi sal_dplk,frekuensi pos,frekuensi trf,frekuensi antarbank,saldo
9367559999,NULL,NULL,NULL,1,9031493.000
9216313433,NULL,NULL,1,3,89805508.000
9697779645,NULL,2,NULL,NULL,0.000
9156525616,NULL,1,NULL,NULL,25969066.000
9243192450,NULL,1,NULL,NULL,1112984.000
9540873439,NULL,1,2,1,0.000
9183796778,NULL,NULL,1,3,5578222.000
9311553327,NULL,1,NULL,NULL,89383128.000
10054573253,NULL,1,NULL,NULL,3053242.000
9141650138,NULL,1,NULL,NULL,249799.000
10080775054,NULL,1,NULL,NULL,15475237.000
9246994341,NULL,1,NULL,NULL,6128007.000
10223448998,NULL,1,NULL,NULL,2077507.000
9131976532,NULL,2,3,2,8142108.000
9168110470,NULL,1,NULL,NULL,4171271.000
9690093459,NULL,NULL,9,NULL,43237.000
9538191553,NULL,7,11,2,3504868.000
9213567286,NULL,1,NULL,NULL,47414937.000
10238113952,NULL,NULL,1,NULL,248900.000
9003980456,NULL,1,2,12,46513222.000
9344941451,NULL,3,NULL,NULL,834961.000
9215834329,NULL,1,NULL,NULL,1087958.000
9181368572,NULL,NULL,3,NULL,1245263.000
9007177839,NULL,NULL,1,NULL,8765228.000
9762579858,NULL,1,NULL,NULL,2895534.000
9235726330,NULL,1,NULL,NULL,29697609.000
9347971677,NULL,1,NULL,NULL,11746286.000
9172831510,NULL,1,NULL,NULL,4156325.000
9341827148,NULL,1,NULL,NULL,79861871.000
9049969802,NULL,2,NULL,NULL,2822671.000
9171112091,NULL,NULL,5,NULL,23978.000
9017780103,NULL,1,2,4,20585623.000
9767745535,NULL,1,NULL,3,3176236.000
10084040228,NULL,1,NULL,NULL,102589.000
9246148163,NULL,NULL,1,NULL,58262771.000
9288518516,NULL,NULL,4,NULL,4751773.000
9519145838,NULL,1,NULL,NULL,5906466.000
10209403350,NULL,1,NULL,NULL,2900243.000
9255960918,NULL,1,NULL,NULL,12473371.000
9194426025,NULL,NULL,NULL,3,211134.000
9107631372,NULL,6,NULL,NULL,149597328.000
9037582807,NULL,2,NULL,NULL,19642547.000
9018435436,NULL,1,NULL,NULL,156997215.000
9004876445,NULL,NULL,8,NULL,2071229.000
9297391813,NULL,NULL,2,NULL,547710.000
9385275262,NULL,2,NULL,NULL,297165.000
9503041150,NULL,NULL,4,1,90911.000
9458946124,NULL,8,16,3,65704.000
9473285479,NULL,1,1,NULL,183146.000
9088405610,NULL,NULL,5,NULL,151083692.000
9763089962,NULL,NULL,1,NULL,22223743.000
9654790024,NULL,NULL,14,4,298.000
9255171764,NULL,1,5,1,3315677.000
9073730810,NULL,NULL,14,13,554829.000
9212359230,NULL,1,NULL,NULL,3431968.000
9337697356,NULL,2,1,3,65611954.000
9777625921,NULL,1,NULL,NULL,1563208.000
9078552548,NULL,4,NULL,3,138076989.550
9477476304,NULL,7,19,23,158872533.000
9075734598,NULL,NULL,7,NULL,341145790.000
9858017222,NULL,1,NULL,NULL,2247453.000
10205423816,NULL,1,NULL,NULL,1276489.000
9368146132,NULL,1,NULL,NULL,6845.000
9293383064,NULL,2,10,1,268185.000
9682062793,NULL,1,NULL,NULL,31742.000
9075528585,NULL,4,8,5,160910880.000
9028149119,NULL,1,NULL,NULL,767162.000
9996447057,NULL,1,NULL,NULL,6459614.000
10236434846,NULL,1,NULL,NULL,208500.000
9068966293,NULL,10,1,11,2990028.000
9285451747,NULL,NULL,3,2,155546.000
9199998696,NULL,1,NULL,NULL,26975764.000
10172462128,NULL,1,NULL,NULL,19300492.000
9209654429,NULL,1,NULL,NULL,504222.000
10235990192,NULL,1,NULL,NULL,1235013.000
9538062585,NULL,NULL,4,NULL,52208.000
9301653543,NULL,NULL,1,6,343045.000
9123194512,NULL,1,NULL,NULL,5346617.000
10238341695,NULL,1,NULL,NULL,208500.000
10062549476,NULL,NULL,1,NULL,735286.000
9719189472,NULL,5,1,NULL,3992.000
9187262029,NULL,NULL,2,2,132151508.000
9094711608,NULL,NULL,2,NULL,113328072.000
9148893489,NULL,5,46,16,112993.000
9803020733,NULL,2,NULL,NULL,16768190.000
9733769279,NULL,1,NULL,NULL,3582793.000
9204477737,NULL,NULL,6,NULL,34275766.000
10237245934,NULL,NULL,1,NULL,20660826.000
9448909589,NULL,NULL,1,NULL,11513563.000
9133734019,NULL,NULL,3,NULL,14639687.000
9536061031,NULL,1,NULL,NULL,4589781.000
9750865713,NULL,NULL,19,1,405899.000
9368034857,NULL,1,NULL,NULL,60898758.000
9008569916,NULL,NULL,NULL,1,12533801.000
9691750358,NULL,1,3,5,742343.000
9805658251,NULL,2,2,1,62115.000
9177919169,NULL,4,15,2,291112.000
10236675369,NULL,NULL,NULL,1,30364170.000
9379924159,NULL,1,NULL,NULL,0.000
9762761576,NULL,5,15,NULL,4250337.000
9113289702,NULL,1,NULL,NULL,135127.000
10221261683,NULL,1,NULL,NULL,368173.000
9789647998,NULL,1,NULL,NULL,0.000
10223480118,NULL,1,1,NULL,17500.000
9059612059,NULL,NULL,4,NULL,17133465.000
9654068215,NULL,1,NULL,NULL,5912406.000
9043716688,NULL,NULL,1,NULL,480366.000
9411466327,NULL,NULL,1,4,3724667.000
9017892678,NULL,1,NULL,NULL,605528256.000
9666020854,NULL,1,NULL,NULL,68791.000
9674549707,NULL,1,NULL,NULL,41205432.000
9657524478,NULL,NULL,1,NULL,140802.000
9745839386,NULL,3,NULL,NULL,4374041.000
9704289656,NULL,1,1,1,4320495.000
9603469001,NULL,1,NULL,NULL,40398.000
9230798929,NULL,3,NULL,NULL,2125406.000
9904164593,NULL,1,NULL,NULL,7597.000
9293319447,NULL,1,NULL,NULL,199773231.000
9289438665,NULL,NULL,3,2,46861.000
9180420231,NULL,15,5,4,2021241.000
9080312217,NULL,NULL,1,NULL,2301828.000
10236145119,NULL,NULL,1,NULL,47528.000
9631603068,NULL,NULL,4,NULL,0.000
9184825594,NULL,1,NULL,NULL,323657.000
9755602351,NULL,2,NULL,NULL,1525472.000
9278536585,NULL,NULL,NULL,5,805326.000
9849038511,NULL,1,NULL,NULL,3848711.000
9011653771,NULL,1,NULL,NULL,452097121.000
9190350369,NULL,1,NULL,NULL,43254832.000
9016851617,NULL,1,NULL,NULL,40593480.000
9009000086,NULL,NULL,2,NULL,591619037.000
10237678629,NULL,NULL,1,NULL,7159150.000
9456663418,NULL,1,NULL,NULL,1177984.000
9560504143,NULL,1,NULL,NULL,17391394.000
10199100155,NULL,1,NULL,NULL,2787037.000
9058391257,NULL,NULL,1,NULL,2413231.000
9234101113,NULL,NULL,NULL,1,0.000
9134745066,NULL,4,NULL,3,5059012.000
9209014898,NULL,1,NULL,NULL,61293.000
9234603047,NULL,NULL,NULL,10,0.000
9642471748,NULL,NULL,NULL,1,0.000
9323220121,NULL,1,NULL,NULL,146894.000
9318095681,NULL,NULL,1,NULL,1850413.000
9083865609,NULL,2,NULL,NULL,1629123.000
9166801663,NULL,NULL,NULL,5,65313003.000
9212744365,NULL,3,2,NULL,15397018.000
10210676566,NULL,1,NULL,NULL,1349549.000
9804293174,NULL,1,2,4,6324333.000
9184787612,NULL,1,NULL,NULL,0.000
9854918063,NULL,1,NULL,NULL,7567878.000
9367687005,NULL,NULL,20,1,0.000
9350582990,NULL,NULL,1,NULL,11188227.000
10109029410,NULL,1,NULL,NULL,230332.000
10055918578,NULL,1,NULL,NULL,7399475.000
9207068346,NULL,1,NULL,NULL,2333654.000
9677357167,NULL,NULL,2,1,1340418.000
9133762758,NULL,1,NULL,NULL,176423518.000
9083964735,NULL,1,NULL,NULL,1514813.000
9235875379,NULL,1,NULL,4,2775700.000
9863339040,NULL,3,3,1,1445652.000
9706282117,NULL,1,NULL,NULL,66417.000
9082121955,NULL,1,NULL,NULL,90031363.000
9293306663,NULL,NULL,15,NULL,19903893.000
9178983808,NULL,NULL,NULL,2,1801442.000
9276956129,NULL,9,NULL,2,73943.000
9192943046,NULL,NULL,1,NULL,2093028.000
9984656446,NULL,1,NULL,NULL,1061978.000
9171194328,NULL,NULL,4,NULL,35701.000
9119420134,NULL,1,NULL,NULL,670625.000
9655182333,NULL,NULL,NULL,1,79669.000
9487962752,NULL,1,11,1,16558.000
9207208003,NULL,NULL,3,NULL,18156402.000
9101385954,NULL,NULL,2,3,78689848.000
9564911605,NULL,1,NULL,NULL,2335367.000
9307298627,NULL,1,NULL,NULL,4779.000
9713325513,NULL,3,NULL,2,4069075.000
9068769205,NULL,NULL,27,17,87270255.000
10215099512,NULL,1,NULL,NULL,959107.000
9040229482,NULL,1,1,NULL,123224637.000
9258955427,NULL,NULL,1,NULL,2215.000
9319911251,NULL,NULL,NULL,2,41073.000
9193586340,NULL,1,NULL,NULL,0.000
9321424289,NULL,NULL,1,NULL,1548886.000
9309629479,NULL,NULL,2,NULL,992386.000
9682614996,NULL,1,NULL,NULL,3436988.000
9746769370,NULL,1,NULL,NULL,2065070.000
10162538044,NULL,10,NULL,1,211926.000
9130416583,NULL,2,NULL,NULL,62234151.000
9456435204,NULL,1,NULL,NULL,1310374.000
9620396399,NULL,NULL,5,13,3787107.000
9194220586,NULL,1,NULL,NULL,56926892.000
9304180304,NULL,3,NULL,NULL,1012851.000
9127700979,NULL,NULL,NULL,2,10081781.000
9457933299,NULL,1,NULL,NULL,800884.000
9293817197,NULL,1,NULL,NULL,792202.000
9411552370,NULL,1,NULL,1,1363605.000
9192608140,NULL,1,NULL,NULL,4030177.000
10156459485,NULL,1,NULL,NULL,4150632.000
10109695506,NULL,1,NULL,NULL,1363069.000
9302877115,NULL,9,NULL,NULL,879187.000
9420151580,NULL,NULL,43,NULL,19585919.000
9189950915,NULL,3,2,1,189770911.000
10224109060,NULL,1,NULL,NULL,233900.000
9069288662,NULL,NULL,1,NULL,10028194.000
9169981970,NULL,1,19,4,14127.000
9172312859,NULL,1,NULL,NULL,94178.000
9228387339,NULL,1,NULL,NULL,15233235.000
10109406787,NULL,2,NULL,NULL,1202033.000
9321963405,NULL,1,NULL,NULL,955478.000
9045230079,NULL,1,NULL,NULL,4429710.000
9104785768,NULL,1,NULL,NULL,2218321.000
9275541746,NULL,2,NULL,NULL,775574.000
9216733251,NULL,2,NULL,NULL,5811167.000
9080319606,NULL,NULL,5,5,39512930.000
9129494278,NULL,1,NULL,NULL,4919295.000
9261129153,NULL,1,NULL,NULL,13424364.000
10048735422,NULL,2,1,1,2382364.000
10236658132,NULL,1,NULL,NULL,4101943.000
9347848597,NULL,1,12,12,4868464.000
9791933733,NULL,1,NULL,NULL,3710339.000
9233086635,NULL,1,NULL,NULL,70578790.000
9000187491,NULL,NULL,1,2,15491787.000
9128863933,NULL,4,2,NULL,515153665.000
9010014538,NULL,1,NULL,NULL,868236298.000
9758636844,NULL,2,27,NULL,2147.000
10164291105,NULL,1,NULL,NULL,13508.000
9176600344,NULL,2,NULL,NULL,21496793.000
9008765988,NULL,2,NULL,NULL,578595888.000
9443388592,NULL,4,2,1,415846781.000
9407724403,NULL,3,NULL,NULL,1710279.000
9269297853,NULL,9,1,5,811868.000
9283396922,NULL,3,NULL,NULL,4336938.000
9449762519,NULL,7,3,9,3682836.000
9006751976,NULL,1,NULL,NULL,54956711.000
9402864573,NULL,1,NULL,NULL,3822180.000
10221610508,NULL,1,NULL,NULL,4878641.000
10191830358,NULL,1,NULL,NULL,20462.000
9297320842,NULL,1,NULL,NULL,9275589.000
10163225787,NULL,2,NULL,NULL,5248586.000
9143294041,NULL,NULL,NULL,1,815942.000
9756960953,NULL,NULL,NULL,2,2278424.000
9427193957,NULL,12,21,53,1718797.000
9766980389,NULL,NULL,1,NULL,4984863.000
9020568882,NULL,NULL,24,8,2690072.000
9772161508,NULL,NULL,NULL,1,1660322.000
9343246812,NULL,2,2,NULL,45403997.000
9411316866,NULL,NULL,1,NULL,8472.000
9130274156,NULL,NULL,2,NULL,7159527.000
9660671584,NULL,1,NULL,NULL,7469.000
9242522337,NULL,7,4,12,31184358.000
9172591464,NULL,4,NULL,NULL,27140.000
9457204781,NULL,NULL,NULL,1,10676427.000
9090091892,NULL,2,NULL,NULL,5652517.000
9654285938,NULL,NULL,1,4,11846773.000
9070709993,NULL,4,4,3,15543369.000
10161402370,NULL,2,NULL,NULL,720748.000
9744181273,NULL,4,NULL,1,2010288.000
9656375841,NULL,1,NULL,NULL,16621187.000
9128828877,NULL,NULL,2,NULL,3872094.000
9441602552,NULL,1,NULL,NULL,1125359.000
9730913234,NULL,2,NULL,NULL,1451093.000
9195400555,NULL,NULL,3,NULL,1515912.000
9337259259,NULL,1,NULL,NULL,1044542.000
9098197049,NULL,1,NULL,NULL,7505990.000
10065635153,NULL,2,NULL,NULL,1954021.000
9000867671,NULL,2,1,NULL,309310533.000
9122912523,NULL,1,NULL,NULL,21856831.000
10048721839,NULL,3,NULL,2,40779007.000
9170561907,NULL,NULL,NULL,1,3912076.000
9143247360,NULL,1,NULL,NULL,122904.000
9256268183,NULL,1,NULL,NULL,21830535.000
9388427911,NULL,1,9,NULL,15281911.000
9022099986,NULL,4,6,2,561679901.000
9683395924,NULL,1,NULL,NULL,78139072.000
9825946499,NULL,1,38,1,4407.000
9402213564,NULL,1,NULL,NULL,26879367.000
9911478557,NULL,1,NULL,NULL,23985015.000
9086089834,NULL,7,1,1,138231.000
10239298521,NULL,1,NULL,NULL,100000.000
10232603680,NULL,1,NULL,NULL,1249.000
9719189495,NULL,1,NULL,NULL,3617459.000
9234461069,NULL,5,1,5,217648.000
9276067118,NULL,1,NULL,NULL,62500.000
9226672756,NULL,NULL,1,NULL,132934.000
9320483277,NULL,1,1,3,25077072.000
9794536070,NULL,3,9,NULL,794520.000
10206139315,NULL,1,NULL,NULL,535107.000
9350884369,NULL,NULL,2,1,3219078.000
10204442397,NULL,1,NULL,NULL,682925.000
9011507387,NULL,1,NULL,NULL,15494009.000
9196252514,NULL,3,NULL,NULL,256337573.000
9465289747,NULL,2,9,1,9890846.000
9338165838,NULL,NULL,10,NULL,6635169.000
9060903778,NULL,NULL,2,5,10943811.000
9147126557,NULL,NULL,2,4,774841.000
9121743073,NULL,1,NULL,NULL,55233103.000
9755553576,NULL,1,1,1,77398.000
9025261595,NULL,NULL,6,NULL,18800301.000
9161034025,NULL,NULL,NULL,1,4237922.000
10041018295,NULL,NULL,1,NULL,86499.000
9196177615,NULL,NULL,2,7,7259655.000
10055660357,NULL,2,NULL,NULL,2502137.000
9231773881,NULL,NULL,2,NULL,572973.000
9341300681,NULL,NULL,NULL,2,62500.000
9351494339,NULL,1,NULL,NULL,2061629.000
9926007902,NULL,NULL,NULL,1,14500.000
9299285498,NULL,1,NULL,NULL,5151309.000
9100062446,NULL,1,NULL,NULL,131538948.000
10113003203,NULL,1,NULL,NULL,2005263.000
9139389444,NULL,NULL,2,1,203742233.000
9164901280,NULL,11,6,3,60533857.000
9757170623,NULL,3,NULL,1,14366.000
9855053499,NULL,NULL,2,4,31179847.000
9194784228,NULL,1,NULL,NULL,16142103.000
10137104384,NULL,1,NULL,NULL,6959625.000
9423482873,NULL,2,NULL,NULL,1852.000
9004478074,NULL,NULL,3,2,724098079.000
9203779409,NULL,1,NULL,NULL,262595.000
9201315971,NULL,1,NULL,NULL,12899359.000
9335564451,NULL,1,NULL,NULL,19210.000
9088378540,NULL,NULL,NULL,1,6973966.000
9778407696,NULL,NULL,2,2,3627197.000
9123220601,NULL,1,NULL,NULL,5448856.000
9070759572,NULL,1,NULL,2,18940663.000
9486193729,NULL,1,NULL,NULL,12025625.000
9201371858,NULL,1,NULL,NULL,10135634.000
9071048590,NULL,6,4,18,59581181.000
9223869216,NULL,11,11,20,67091178.000
9850231420,NULL,1,NULL,NULL,0.000
9073759302,NULL,1,NULL,NULL,50220682.000
9427161616,NULL,NULL,NULL,13,184992992.000
9302352625,NULL,2,54,3,652622.000
9749157877,NULL,1,NULL,2,1032211.000
9185670222,NULL,4,13,NULL,8058029.000
9274941756,NULL,NULL,3,NULL,327229.000
9111191271,NULL,1,NULL,NULL,4023291.000
9006723747,NULL,4,2,2,6814899.000
9039602434,NULL,1,NULL,NULL,35817823.000
9398778158,NULL,1,NULL,NULL,99367012.000
9038182325,NULL,1,NULL,NULL,68429247.000
9193422594,NULL,NULL,NULL,3,241962.000
9104390382,NULL,1,NULL,NULL,25229972.000
9459100392,NULL,6,1,NULL,2769126.000
9732802538,NULL,NULL,51,4,1509439.000
9892711005,NULL,3,26,5,7976.000
9077006088,NULL,7,4,9,113391119.000
9246077570,NULL,1,NULL,NULL,3359870.000
9274154026,NULL,NULL,NULL,2,0.000
9772757097,NULL,1,NULL,NULL,6101.000
9134043889,NULL,1,NULL,NULL,97610.000
9132667179,NULL,1,1,NULL,53808195.000
10238335386,NULL,1,NULL,NULL,68500.000
9075790504,NULL,9,1,3,12911051.000
9785614920,NULL,1,NULL,NULL,1715504.000
9117869463,NULL,NULL,NULL,4,2075130.000
9189839442,NULL,5,NULL,NULL,9370812.000
9538686109,NULL,2,NULL,NULL,130969.000
9399252799,NULL,NULL,2,NULL,333899.000
9277124042,NULL,1,NULL,NULL,85819299.000
9044439013,NULL,4,16,3,48035034.000
9125431026,NULL,NULL,1,NULL,20872544.000
9196876612,NULL,1,NULL,NULL,4442722.000
9249859440,NULL,2,2,NULL,2217343.000
9756214849,NULL,NULL,2,NULL,2532601.000
9059903463,NULL,NULL,1,9,28927324.000
9394614449,NULL,1,NULL,NULL,536735.000
9003186587,NULL,2,NULL,NULL,16559100.000
9228924173,NULL,NULL,4,NULL,43240649.000
9180236693,NULL,NULL,11,2,1613595.000
9342880693,NULL,NULL,NULL,2,8722320.000
9631439053,NULL,NULL,8,1,750263.000
9052475121,NULL,1,NULL,NULL,199312860.000
9157747055,NULL,NULL,4,NULL,272685.000
9336334551,NULL,1,NULL,NULL,6486.000
9675330944,NULL,1,NULL,NULL,11660.000
9057119459,NULL,1,NULL,NULL,3500345.000
9314745658,NULL,1,NULL,NULL,385887.000
9908741107,NULL,2,NULL,NULL,54218.000
9321323909,NULL,1,6,8,509999.000
9400871693,NULL,1,NULL,NULL,4543760.000
9230351125,NULL,1,NULL,NULL,270269016.000
9202358150,NULL,NULL,NULL,2,783626.000
9074088023,NULL,NULL,17,4,6424.000
9385639725,NULL,1,NULL,NULL,14353.000
9092773898,NULL,NULL,4,7,88025995.000
9567485340,NULL,NULL,18,3,26885836.000
9413049724,NULL,1,NULL,NULL,10325693.000
9344826872,NULL,1,NULL,NULL,13291.000
9349467071,NULL,1,NULL,NULL,243776.000
9359943566,NULL,1,NULL,NULL,184851.000
9297726412,NULL,2,2,NULL,0.000
9133117786,NULL,1,4,8,10009493.000
9399439225,NULL,1,33,NULL,0.000
9762306571,NULL,1,NULL,NULL,2512966.000
9696761291,NULL,1,NULL,NULL,73685.000
9378738037,NULL,1,NULL,NULL,5452307.000
9388806635,NULL,1,NULL,NULL,578658.000
9213307627,NULL,3,1,1,128414.000
10152252688,NULL,NULL,1,NULL,222000.000
9097083243,NULL,2,NULL,NULL,3332155129.000
9073022956,NULL,5,18,3,145669332.000
9560518204,NULL,1,3,5,43902.000
9442177144,NULL,NULL,NULL,2,3392145.000
10221928772,NULL,3,NULL,NULL,13372407.000
9308007610,NULL,1,NULL,NULL,0.000
9190312571,NULL,NULL,28,NULL,989045.000
9114325306,NULL,1,NULL,NULL,5495264.000
9299946101,NULL,2,2,5,941187.000
9254627868,NULL,NULL,1,NULL,12729179.000
9849020448,NULL,1,NULL,NULL,12088279.000
9682255845,NULL,1,NULL,NULL,605882.000
9341089690,NULL,1,NULL,NULL,10563917.000
10238450246,NULL,1,NULL,NULL,1296907.000
9083282944,NULL,8,1,1,801352.000
9683253317,NULL,NULL,11,8,3420649.000
10236721331,NULL,1,NULL,NULL,67400.000
9851458853,NULL,NULL,1,NULL,227000.000
9075837729,NULL,6,NULL,NULL,1517050763.000
9097314621,NULL,1,NULL,NULL,7427147.000
9238293479,NULL,NULL,4,NULL,3865502.000
9076098683,NULL,12,1,NULL,10129849.000
9166105722,NULL,NULL,3,10,1697973373.000
9118401089,NULL,5,NULL,NULL,57692475.000
9001558122,NULL,1,NULL,NULL,50083729.000
9110533414,NULL,10,9,10,4249904.000
9782771323,NULL,2,NULL,NULL,32103375.000
9541520848,NULL,1,NULL,1,96017.000
9501780284,NULL,1,NULL,NULL,39413.000
10239247817,NULL,1,NULL,NULL,6555031.000
9388162918,NULL,NULL,1,NULL,22720.000
9027793379,NULL,1,NULL,13,40050255.000
9004851451,NULL,2,NULL,NULL,38443930.000
9724054159,NULL,4,7,NULL,608864.000
9543137322,NULL,NULL,NULL,1,29299.000
10238040970,NULL,1,NULL,NULL,15000.000
10053023568,NULL,NULL,7,7,32911684.000
9229322774,NULL,3,2,NULL,204500.000
9477761131,NULL,NULL,3,2,187689.000
9281689280,NULL,2,NULL,NULL,682111.000
9204425001,NULL,1,NULL,NULL,2626687.000
9288354501,NULL,2,NULL,NULL,391692.000
9283671525,NULL,1,NULL,NULL,10444543.000
9503047429,NULL,1,NULL,NULL,2715563.000
9360538928,NULL,NULL,1,NULL,370957.000
9156737252,NULL,NULL,NULL,6,3561635.000
9517830973,NULL,1,4,NULL,476948.000
9391760628,NULL,NULL,NULL,1,5940813.000
9404635720,NULL,1,NULL,NULL,722620.000
10237403959,NULL,NULL,1,NULL,23000.000
9436291723,NULL,1,1,NULL,5489162.000
9224779711,NULL,1,NULL,NULL,11231294.000
9191135086,NULL,1,NULL,NULL,156235723.000
9074795665,NULL,4,1,7,8316375.000
9189008718,NULL,NULL,1,NULL,101005259.000
9501348554,NULL,NULL,NULL,1,33822271.000
9229454631,NULL,1,3,5,23854530.000
9161789492,NULL,1,NULL,NULL,55171003.000
9242802467,NULL,NULL,2,1,33723704.000
9222365749,NULL,NULL,1,1,7532196.000
9980999996,NULL,1,NULL,NULL,198165.000
10162477689,NULL,7,NULL,NULL,14169446.000
9130474409,NULL,2,NULL,NULL,5546470.000
9086714037,NULL,1,3,7,10959529.000
9017585381,NULL,NULL,1,NULL,27095632.000
9311537236,NULL,1,NULL,NULL,4074648.000
9229358586,NULL,NULL,NULL,2,14510500.000
9099078761,NULL,NULL,1,NULL,3401442.000
9189158726,NULL,NULL,3,NULL,6357380.000
9258015790,NULL,NULL,2,NULL,3807839.000
9243907100,NULL,2,3,14,47047.000
9185532584,NULL,NULL,2,NULL,67179.000
9487109641,NULL,NULL,1,NULL,627842.000
9457862582,NULL,NULL,NULL,2,21569.000
9558857176,NULL,1,NULL,NULL,3165682.000
9259936043,NULL,1,NULL,NULL,249335.000
9708739691,NULL,1,NULL,NULL,2645057.000
9342872290,NULL,4,2,2,497349.000
9299599347,NULL,2,NULL,5,114168.000
9353377526,NULL,NULL,1,2,5820688.000
9124832773,NULL,1,NULL,NULL,10347689.000
9856188327,NULL,1,NULL,NULL,760123.000
9073110322,NULL,1,NULL,NULL,104736359.000
9849341812,NULL,1,NULL,NULL,2738966.000
9272585042,NULL,1,NULL,NULL,334323.000
9349328938,NULL,1,NULL,NULL,774778.000
9216588258,NULL,NULL,2,1,204769.000
9236387981,NULL,1,NULL,NULL,4623730.000
9177554781,NULL,1,NULL,7,5720347.000
9199895417,NULL,1,NULL,NULL,2884241.000
9270870673,NULL,NULL,2,NULL,30549898.000
9513428859,NULL,2,NULL,NULL,657524.000
9735077115,NULL,NULL,NULL,4,21530.000
9052563932,NULL,2,NULL,NULL,658582.000
9218485674,NULL,NULL,3,3,8511245.000
9135225340,NULL,10,76,8,6918704.000
10232595107,NULL,NULL,1,NULL,159717842.000
9093727669,NULL,NULL,4,6,3949169.000
9988447032,NULL,1,NULL,NULL,1346000.000
9313708431,NULL,NULL,4,20,17183971.000
9239423986,NULL,1,NULL,2,287224.000
9092422070,NULL,1,NULL,NULL,137704.000
9284854299,NULL,NULL,NULL,1,0.000
9162466043,NULL,1,1,4,1267.000
9155117757,NULL,NULL,1,NULL,22652886.000
9191960510,NULL,NULL,1,NULL,1520460.000
9706424400,NULL,1,NULL,NULL,0.000
9095753122,NULL,2,NULL,NULL,7833111.000
9276893412,NULL,1,NULL,NULL,59060553.000
9085290017,NULL,1,NULL,NULL,8051785.000
9035624968,NULL,1,1,NULL,60900.000
9215756235,NULL,1,NULL,NULL,680597.000
9627255153,NULL,1,NULL,NULL,745020.000
9150349342,NULL,2,1,2,23516269.000
9124043869,NULL,14,1,3,14240713.000
9219525295,NULL,3,20,NULL,0.000
9342508927,NULL,NULL,NULL,8,82178.000
9054900142,NULL,NULL,7,NULL,4869931.000
9167317945,NULL,NULL,NULL,1,1398824.000
9115787774,NULL,4,NULL,NULL,26696122.000
9917835234,NULL,1,NULL,NULL,8803299.000
9213274875,NULL,3,2,3,798433.000
9614703489,NULL,NULL,NULL,1,75884265.000
9113278372,NULL,1,NULL,NULL,7913432.000
9039319687,NULL,3,NULL,NULL,185348.000
9190422283,NULL,2,6,NULL,18518132.000
9090337783,NULL,NULL,4,5,536903303.000
9094317819,NULL,9,15,15,33464.000
9386016271,NULL,1,NULL,NULL,0.000
9234620649,NULL,1,24,9,894988.000
9011885732,NULL,NULL,1,NULL,377235508.000
9924415301,NULL,NULL,1,NULL,1905989.000
10223675543,NULL,1,NULL,NULL,855014.000
9576568833,NULL,4,1,12,2621965.000
9419774362,NULL,1,NULL,NULL,18018.000
9066612705,NULL,1,NULL,NULL,10733682.000
9314950092,NULL,1,NULL,NULL,3058167.000
9348689241,NULL,NULL,9,NULL,9174.000
9258298812,NULL,NULL,NULL,2,10255773.000
9169667246,NULL,1,5,2,208697664.000
9235834189,NULL,1,NULL,NULL,7033815.000
9257215093,NULL,7,2,NULL,75500984.000
9756758878,NULL,1,NULL,NULL,28667204.000
9108188743,NULL,NULL,1,NULL,165717.000
9567130150,NULL,NULL,2,NULL,81698.000
9187661597,NULL,NULL,1,1,723304.000
9274066383,NULL,3,4,3,5729655.000
9239946732,NULL,1,21,NULL,3996406.000
9299804831,NULL,1,NULL,NULL,2368547.000
9892642534,NULL,1,4,7,6480231.000
9454871851,NULL,4,NULL,7,1749521.000
9104583886,NULL,NULL,NULL,2,2605700.000
9392498178,NULL,1,NULL,NULL,1355939.000
10226623991,NULL,1,1,NULL,52980.000
9124847496,NULL,NULL,2,NULL,0.000
9261289610,NULL,NULL,3,NULL,805950.000
9390222648,NULL,1,NULL,NULL,792843.000
10111241820,NULL,1,NULL,NULL,8712777.000
9422679962,NULL,1,NULL,NULL,0.000
9285752169,NULL,1,NULL,NULL,7639288.000
9239512988,NULL,3,NULL,NULL,1099719.000
9125531910,NULL,1,5,1,7288.000
9789240461,NULL,1,1,2,4115.000
10237204153,NULL,NULL,1,NULL,103000.000
9564668339,NULL,1,NULL,NULL,4581781.000
9080148031,NULL,4,NULL,8,12178118.000
9120409229,NULL,1,NULL,NULL,2402648.000
9257479629,NULL,1,NULL,NULL,11981.000
9079066546,NULL,8,16,7,8656276.000
9244213283,NULL,1,4,NULL,73382791.000
9073271435,NULL,8,5,13,30739179.000
9072277207,NULL,13,3,20,33571943.000
9188276292,NULL,2,NULL,NULL,97426.000
9114142610,NULL,1,NULL,3,9576631.000
10171890570,NULL,1,NULL,NULL,28259.000
9250084290,NULL,1,NULL,NULL,1601087.000
9801616354,NULL,1,42,6,1529828.000
9917170955,NULL,NULL,NULL,1,271459.000
9419620212,NULL,1,NULL,NULL,2490826424.000
9924730783,NULL,2,NULL,NULL,22321.000
9267316777,NULL,2,NULL,NULL,34334.000
9420013471,NULL,2,NULL,NULL,7809806.000
9414198597,NULL,1,3,2,26874084.000
9017076016,NULL,NULL,3,NULL,86017371.000
9386749418,NULL,2,NULL,NULL,4358132.000
9360777157,NULL,1,NULL,NULL,2815.000
9721489251,NULL,2,NULL,NULL,359850.000
9191058727,NULL,1,NULL,NULL,24611806.000
