TRX_TYPE	TX_DESC	CHANNEL	BILLER_TARGET	JENIS_TRX	mapping_sendiri		
TRANSFER_KLIRING	BANK BPD DIY	NEW_MOB	BANK BPD DIY	TRANSFER			
INQUIRY_PEGADAIAN_MIKRO	?	NEW_MOB	?	?			
DELETE_BILLING_AUTODEBET	?	NEW_MOB	?	?			
PAYMENT_TRANSFER_PEMBAYARAN_VA	ShopeePay	NEW_MOB	?	?			
TRANSFER_KLIRING	BANK SINARMAS	NEW_MOB	BANK SINARMAS	TRANSFER			
INQUIRY_TRANSFER_BNI	BNI	NEW_MOB	BNI	INQUIRY			
PAYMENT_PEMBAYARAN_TIKET_RAILINK	RAILINK	NEW_MOB	RAILINK	PAYMENT			
INQUIRY_CENTRAL_ASIA_RAYA	CAR_REGULER	NEW_MOB	?	?			
PAYMENT_PERSONAL_LOAN	ANZ_PL	NEW_MOB	ANZ - PL	PAYMENT			
TRANSFER_ANTAR_BANK	UOB	NEW_MOB	BANK UOB INDONESIA	TRANSFER			
DANA_TUNAI_MYCARD	?	NEW_MOB	?	?			
PAYMENT_PRUDENTIAL	PRUDENTIAL	NEW_MOB	PRUDENTIAL	PAYMENT			
PAYMENT_PASKA_BAYAR_TELEPON	THREE_POSTPAID	NEW_MOB	THREE POSTPAID	PAYMENT			
PAYMENT_ISI_PULSA	THREE	NEW_MOB	THREE	PURCHASE			
TRANSFER_ANTAR_BANK	BANK MULTI ARTA SENTOSA	NEW_MOB	BANK MAS	TRANSFER			
INQUIRY_KARTU_KREDIT_ANTAR_BANK	BRI	NEW_MOB	BRI	INQUIRY			
TRANSFER_ANTAR_BANK	BCA DIGITAL	NEW_MOB	?	?			
TOP	FREN:300000	SMS	SMARTFREN:300000	PURCHASE			
ZAKAT	BAMUIS	SMS	ZAKAT - BAMUIS	PAYMENT			
TOP	ISAKU:10000.00	SMS	ISAKU	PURCHASE			
SWT	BANK DANAMON INDONESIA	SMS	BANK DANAMON	TRANSFER			
TOP	ISAKU:220000.0	SMS	ISAKU	PURCHASE			
TOP	TAPCASH:5000.00	SMS	TOP UP TAPCASH	PURCHASE			
ANTARBANK	002-1021 000395	SMS	?	?			
ANTARBANK	097-BANK MAYAPADA	SMS	BANK MAYAPADA	TRANSFER			
TOP	INDOSAT:250000.0	SMS	INDOSAT:250000	PURCHASE			
CWP	PDAM_MALANG	SMS	?	?			
PAY	PALYJA	SMS	PALYJA	PAYMENT			
TOP	3:150000	SMS	THREE:150000	PURCHASE			
TOP	HEPI:50000	SMS	HEPI:50000	PURCHASE			
TOP	TAPCASH:75000.00	SMS	?	?			
TOP	ISAKU:141000.0	SMS	?	?			
PAY	PERMATA	SMS	GE/PERMATA	PAYMENT			
ANTARBANK	002-000000065000	SMS	?	?			
TOP	ISAKU:34000.00	SMS	?	?			
VOUCHER PREPAID RECHARGE	AS:100000	SMS	?	?			
ANTARBANK	002-988196284103ddf	SMS	?	?			
TOP	TAPCASH:12000.00	SMS	?	?			
TOP	TAPCASH:1020000.	SMS	?	?			
ANTARBANK	426-BANK MEGA	SMS	BANK MEGA	TRANSFER			
TOP	ISAKU:480000.0	SMS	?	?			
VOUCHER PREPAID RECHARGE	THREE:100000	SMS	?	?			
RTG	BANK INDONESIA - BI PALANGKA RAYA	SMS	?	?			
CREDIT CARD OTHER BANK	BRI	SMS	BRI	PAYMENT			
TOP	ISAKU:85000.00	SMS	?	?			
WAKAF TUNAI	DD	SMS	?	?			
PAY	TELKOM	SMS	TELKOM POSTPAID	PAYMENT			
TOP	ISAKU:290000.0	SMS	ISAKU	PURCHASE			
ANTARBANK	118-BANK NAGARI	SMS	BANK NAGARI	TRANSFER			
INFAQ	ACT	SMS	?	?			
ANTARBANK	151-BANK MESTIKA	SMS	BANK MESTIKA	TRANSFER			
ANTARBANK	129-BPD BALI	SMS	BPD BALI	TRANSFER			
TOP	HEPI:25000	SMS	HEPI:25000	PURCHASE			
ANTARBANK	200-BCA	SMS	?	?			
TOP	TAPCASH:272000.0	SMS	?	?			
TOP	TAPCASH:1050000.	SMS	?	?			
TOP	ISAKU:21000.00	SMS	?	?			
ANTARBANK	119-BANK MANDIRI	SMS	?	?			
CLR	BANK BNI INDONESIA	SMS	?	?			
AIRLINE TICKET	GARUDA	SMS	GARUDA	PAYMENT			
TOP	INDOSATFREEDOM:65000.00	SMS	PAKET DATA INDOSAT	PURCHASE			
TOP	ISAKU:230000.0	SMS	ISAKU	PURCHASE			
TAG	3	SMS	THREE POSTPAID	INQUIRY			
TOP	ISAKU:510000.0	SMS	?	?			
ANTARBANK	8	SMS	BANK MANDIRI	TRANSFER			
ANTARBANK	130-BANK NTT	SMS	BANK NTT	TRANSFER			
ANTARBANK	789-IMKAS	SMS	INDOSAT DOMPETKU	TRANSFER			
SWT	BANK BCA SYARIAH	SMS	BCA SYARIAH	TRANSFER			
TAG	BNI	SMS	BNI	INQUIRY			
TOP	TAPCASH:500000	SMS	TOP UP TAPCASH - DIRECT	PURCHASE			
TOP	TAPCASH:1200000.	SMS	?	?			
TOP	TAPCASH:1000000	SMS	TOP UP TAPCASH	PURCHASE			
TOP	ISAKU:320000.0	SMS	?	?			
TOP	TAPCASH:272537.0	SMS	?	?			
ANTARBANK	118-12072021	SMS	?	?			
CLR	BANK DBS INDONESIA	SMS	?	?			
TOP	ISAKU:381000.0	SMS	?	?			
SWT	BANK CIMB NIAGA UNIT SYARIAH	SMS	BANK CIMB NIAGA SYARIAH	TRANSFER			
TOP	INDOSAT:1000000	SMS	INDOSAT:1000000	PURCHASE			
ANTARBANK	022-BANK MANDIRI	SMS	?	?			
TOP	TAPCASH:80000.00	SMS	TAPCASH	PURCHASE			
ANTARBANK	016-MAYBANK	SMS	MAYBANK	TRANSFER			
SWT	PANIN BANK	SMS	BANK PANIN	TRANSFER			
TOP	ISAKU:12000.00	SMS	?	?			
TOP	XL:1000000	SMS	XL	PURCHASE			
SWT	BANK SYARIAH MEGA INDONESIA	SMS	BANK MEGA SYARIAH	TRANSFER			
ANTARBANK	008-BANK BRI	SMS	BANK BRI	TRANSFER			
TOP	ISAKU:144000.0	SMS	?	?			
ANTARBANK	028-OCBC NISP	SMS	BANK OCBC NISP	TRANSFER			
TOP	TAPCASH:110000.0	SMS	TAPCASH	PURCHASE			
TOP	ISAKU:100000	SMS	ISAKU	PURCHASE			
TOP	ISAKU:257000.0	SMS	?	?			
ANTARBANK	002-BANK SINARMAS	SMS	?	?			
ANTARBANK	213	SMS	BANK BTPN	TRANSFER			
ANTARBANK	124-BANK MANDIRI	SMS	?	?			
TRF-BILL_P	ASURANSI BUMIPUTERA	SMS	BUMIPUTERA	PAYMENT			
PAY	PDAM_SEMARANG	SMS	PDAM SEMARANG	PAYMENT			
TOP	TAPCASH:45000.00	SMS	?	?			
ANTARBANK	120-SUMSELBABEL	SMS	BANK SUMSEL BABEL	TRANSFER			
PAY	SAMSAT_NASIONAL	SMS	?	?			
ANTARBANK	008-BPD BALI	SMS	?	?			
TOP	PULSA INTERNET TELKOMSEL:200000	SMS	PAKET DATA TELKOMSEL	PURCHASE			
CLR	BANK SHINHAN INDONESIA	SMS	?	?			
PAY	PDAM_SMT	SMS	PDAM_SMT	PAYMENT			
ANTARBANK	122-BANK BRI	SMS	?	?			
SWT	BANK DBS	SMS	DBS BANK	TRANSFER			
TOP	ISAKU:468000.0	SMS	?	?			
TOP	ISAKU:619100.0	SMS	?	?			
ANTARBANK	213-BANK BRI	SMS	BANK BRI	TRANSFER			
ANTARBANK	014-BSI EX BSM	SMS	?	?			
TOP	ISAKU:227500.0	SMS	?	?			
TOP	ISAKU:750000.0	SMS	ISAKU	PURCHASE			
TOP	ISAKU:185000.0	SMS	ISAKU	PURCHASE			
PAY	KAI	SMS	KAI	PAYMENT			
ANTARBANK	548-BANK MAS	SMS	BANK MAS	TRANSFER			
ANTARBANK	002-936714423	SMS	?	?			
ANTARBANK	405-VICTORIA SYR	SMS	?	?			
TOP	TAPCASH:220000.0	SMS	?	?			
ANTARBANK	122-BPD KALSEL	SMS	BANK KALSEL	TRANSFER			
TOP	ISAKU:25000	SMS	ISAKU	PURCHASE			
TAG	INDOVISION	SMS	INDOVISION	INQUIRY			
TOP	ISAKU:513400.0	SMS	?	?			
SWT	BPD KALIMANTAN TIMUR DAN KALIMANTAN UTARA	SMS	?	?			
SWT	LAINNYA	SMS	LAINNYA	TRANSFER			
TOP	ISAKU:35080.00	SMS	?	?			
ANTARBANK	125-BPD KALTENG	SMS	BANK KALTENG	TRANSFER			
CLR	BANK SINARMAS	SMS	BANK SINARMAS	TRANSFER			
TOP	ISAKU:625000.0	SMS	?	?			
TKI	TKI	SMS	?	?			
TOP	ISAKU:250100.0	SMS	?	?			
ANTARBANK	008-000000OTO KRD M	SMS	?	?			
TOP	ISAKU:168900.0	SMS	?	?			
PAY	PDAM_BSD	SMS	IPL/PAM BSD	PAYMENT			
TOP	TAPCASH:117000.0	SMS	?	?			
TOP	ISAKU:390000.0	SMS	?	?			
TOP	TELKOMSEL:300000	SMS	TELKOMSEL:300000	PURCHASE			
ANTARBANK	008-04082021	SMS	?	?			
CLR	BANK TABUNGAN NEGARA	SMS	BANK BTN	TRANSFER			
CWP	PALYJA	SMS	?	?			
PAY	CITILINK	SMS	CITILINK	PAYMENT			
VOUCHER PREPAID RECHARGE	AS:200000	SMS	?	?			
TOP	HEPI:100000	SMS	HEPI:100000	PURCHASE			
CLR	BPD SUMSEL BABEL	SMS	?	?			
SWT	BANK DKI SYARIAH	SMS	BANK DKI SYARIAH	TRANSFER			
TOP	ISAKU:28000.00	SMS	?	?			
TOP	ISAKU:180000.0	SMS	ISAKU	PURCHASE			
CREDIT CARD BNI	BNI	SMS	BNI	PAYMENT			
ANTARBANK	050-STANCHART	SMS	STANDARD CHARTERED	TRANSFER			
VOUCHER PREPAID RECHARGE	XL_REG:150000	SMS	?	?			
TOP	3:30000	SMS	THREE:30000	PURCHASE			
TOP	ISAKU:39000.00	SMS	?	?			
ANTARBANK	036-CCB INDONESIA	SMS	CCB INDONESIA	TRANSFER			
ANTARBANK	212-WOORI SAUDARA	SMS	BANK WOORI SAUDARA	TRANSFER			
TOP	PULSA INTERNET TELKOMSEL:300000	SMS	PAKET DATA TELKOMSEL	PURCHASE			
ANTARBANK	146-BOII	SMS	BANK OF INDIA INDONESIA	TRANSFER			
TOP	ISAKU:156200.0	SMS	?	?			
ANTARBANK	002-CIMB NIAGA	SMS	BANK CIMB NIAGA	TRANSFER			
CLR	BANK BTPN	SMS	BANK BTPN	TRANSFER			
TOP	ISAKU:90200.00	SMS	?	?			
ANTARBANK	451-BCA	SMS	BCA	TRANSFER			
TOP	ISAKU:171000.0	SMS	?	?			
SWT	BPD KALSEL	SMS	BANK KALSEL	TRANSFER			
PAY	DANAMON	SMS	DANAMON	PAYMENT			
SWT	BANK JASA JAKARTA	SMS	BANK JASA JAKARTA	TRANSFER			
TOP	ISAKU:535000.0	SMS	?	?			
TOP	ISAKU:350000.0	SMS	ISAKU	PURCHASE			
VOUCHER PREPAID RECHARGE	INDOSAT:25000	SMS	?	?			
ANTARBANK	014-BANK JAGO	SMS	?	?			
SWT	BSI ex BNIS	SMS	?	?			
TOP	FREN:500000	SMS	SMARTFREN:500000	PURCHASE			
ANTARBANK	008-MAYBANK	SMS	?	?			
TOP	ISAKU:145000.0	SMS	ISAKU	PURCHASE			
ANTARBANK	014-18092021	SMS	?	?			
ANTARBANK	002-BANK BJB	SMS	?	?			
SWT	BPD JATENG UNIT SYARIAH	SMS	BANK JATENG UNIT SYARIAH	TRANSFER			
MOBILE POSTPAID	XPLOR	SMS	XL POSTPAID	PAYMENT			
TOP	ISAKU:124000.0	SMS	?	?			
TRF-BILL_P	PDAM DJI	SMS	PDAM DJI	PAYMENT			
ANTARBANK	002-09082021	SMS	?	?			
SMARTPAY	TRAVELOKA	SMS	TRAVELOKA	PAYMENT			
TOP	ISAKU:45000.00	SMS	ISAKU	PURCHASE			
TOP	ISAKU:270000.0	SMS	ISAKU	PURCHASE			
SWT	PANIN BANK DUBAI SYARIAH	SMS	?	?			
TOP	ISAKU:288300.0	SMS	?	?			
SWT	BPD DIY UNIT SYARIAH	SMS	BANK BPD DIY UNIT SYARIAH	TRANSFER			
ANTARBANK	022-00EA8F45200046	SMS	?	?			
ANTARBANK	157-BANK MASPION	SMS	BANK MASPION	TRANSFER			
TOP	TAPCASH:107000.0	SMS	?	?			
PAY	PDAM_BANJARMASIN	SMS	PDAM BANJARMASIN	PAYMENT			
TOP	ISAKU:115000.0	SMS	?	?			
CREDIT CARD OTHER BANK	CITIBANK	SMS	CITIBANK	PAYMENT			
ZAKAT	BAZNAS	SMS	ZAKAT - BAZNAS	PAYMENT			
TOP	ISAKU:188300.0	SMS	?	?			
ANTARBANK	115-BANK JAMBI	SMS	BANK JAMBI	TRANSFER			
SWT	KEB HANA BANK	SMS	?	?			
ANTARBANK	008-BANK BTN	SMS	?	?			
TOP	ISAKU:24000.00	SMS	ISAKU	PURCHASE			
TOP	INDOSAT:150000	SMS	INDOSAT:150000	PURCHASE			
SWT	BPD ACEH	SMS	BANK ACEH	TRANSFER			
KODEBANK	BNI	SMS	KODEBANK	OTHERS			
TRF-BILL_P	PLN NON TAGLIS	SMS	PLN NON TAGLIS	PAYMENT			
TOP	PLN:100000	SMS	PLN PREPAID:100000	PURCHASE			
TUITION FEE	Universitas Negeri Semarang	SMS	UNIVERSITAS NEGERI SEMARANG	PAYMENT			
SWT	BANK PERMATA	SMS	BANK PERMATA	TRANSFER			
ANTARBANK	911-LINK AJA	SMS	TCASH	TRANSFER			
ANTARBANK	426-000000065000	SMS	?	?			
TOP	ISAKU:61000.00	SMS	?	?			
TOP	ISAKU:355000.0	SMS	?	?			
ANTARBANK	513-BANK INA	SMS	BANK INA	TRANSFER			
TOP	3:100000	SMS	THREE:100000	PURCHASE			
ANTARBANK	002-BSI	SMS	?	?			
TOP	ISAKU:525000.0	SMS	?	?			
TOP	TAPCASH:800000.0	SMS	TAPCASH	PURCHASE			
TOP	TAPCASH:750000.0	SMS	?	?			
TOP	ISAKU:69000.00	SMS	?	?			
TOP	ISAKU:575000.0	SMS	?	?			
ANTARBANK	008-BANK SINARMAS	SMS	?	?			
TOP	TAPCASH:165000.0	SMS	?	?			
TOP	TAPCASH:130000.0	SMS	TAPCASH	PURCHASE			
RTG	PANIN BANK	SMS	BANK PANIN	TRANSFER			
TRF-BILL_P	PDAM	SMS	PDAM	PAYMENT			
PAY	BNI	SMS	BNI	PAYMENT			
TOP	ISAKU:62000.00	SMS	ISAKU	PURCHASE			
TOP	ISAKU:186708.0	SMS	?	?			
TOP	ISAKU:15000.00	SMS	ISAKU	PURCHASE			
PAY	TKI	SMS	TKI	PAYMENT			
TOP	TELKOMSEL:200000	SMS	TELKOMSEL:200000	PURCHASE			
ANTARBANK	110-BANK BJB	SMS	BANK BJB	TRANSFER			
SWT	BANK SINARMAS UNIT SYARIAH	SMS	BANK SINARMAS SYARIAH	TRANSFER			
SWT	MNC BANK	SMS	MNC BANK	TRANSFER			
TOP	ISAKU:99800.00	SMS	?	?			
ANTARBANK	002-075000ADIRA FIN	SMS	?	?			
TOP	ISAKU:828500.0	SMS	?	?			
SWT	BANK DBS INDONESIA	SMS	DBS BANK	TRANSFER			
TOP	ISAKU:66000.00	SMS	?	?			
ANTARBANK	153-BANK SINARMAS	SMS	BANK SINARMAS	TRANSFER			
TOP	ISAKU:56000.00	SMS	?	?			
TOP	ISAKU:76000.00	SMS	ISAKU	PURCHASE			
PERSONAL LOAN	SCB_PL	SMS	STANDARD CHARTERED - PL	PAYMENT			
TOP	ISAKU:255000.0	SMS	?	?			
TOP	ISAKU:143500.0	SMS	?	?			
TOP	ISAKU:50000	SMS	ISAKU	PURCHASE			
TOP	ISAKU:195800.0	SMS	?	?			
CLR	BSI ex BSM	SMS	?	?			
TOP	TAPCASH:40000.00	SMS	TAPCASH	PURCHASE			
PAY	INDOSAT	SMS	INDOSAT POSTPAID	PAYMENT			
TOP	ISAKU:149000.0	SMS	ISAKU	PURCHASE			
TOP	ISAKU:68000.00	SMS	?	?			
TOP	TAPCASH:185000.0	SMS	?	?			
SWT	BPD KALBAR	SMS	BANK KALBAR	TRANSFER			
TOP	ISAKU:98000.00	SMS	?	?			
TOP	ISAKU:80000.00	SMS	ISAKU	PURCHASE			
CWP	PDAM_PADANG	SMS	?	?			
ANTARBANK	002-09112021	SMS	?	?			
TOP	ISAKU:33000.00	SMS	?	?			
ANTARBANK	022-BCA	SMS	BCA	TRANSFER			
TRF-BILL_P	Go-Pay	SMS	GOPAY	PURCHASE			
VOUCHER PREPAID RECHARGE	XL_REG:25000	SMS	?	?			
TOP	XL:500000	SMS	XL	PURCHASE			
TUITION FEE	Universitas Mercu Buana	SMS	?	?			
MPN	DITJEN PAJAK	SMS	?	?			
CLR	BPD JAMBI	SMS	?	?			
TOP	ISAKU:385000.0	SMS	?	?			
TUITION FEE	Universitas Andalas	SMS	?	?			
TOP	TAPCASH:200.00	SMS	?	?			
TOP	ISAKU:140000.0	SMS	ISAKU	PURCHASE			
ANTARBANK	542-BANK JAGO	SMS	?	?			
ANTARBANK	019-BANK PANIN	SMS	BANK PANIN	TRANSFER			
ANTARBANK	014-11122021	SMS	?	?			
MPN	DITJEN ANGGARAN	SMS	?	?			
TOP	ISAKU:162000.0	SMS	?	?			
ANTARBANK	022-02112021	SMS	?	?			
TOP	ISAKU:233700.0	SMS	?	?			
PIN	BNI	SMS	GANTI PIN	OTHERS			
RTG	BANK DANAMON INDONESIA	SMS	BANK DANAMON	TRANSFER			
CLR	HSBC -HONGKONG AND SHANGHAI BANK	SMS	BANK HSBC	TRANSFER			
ANTARBANK	014-08122021	SMS	?	?			
TOP	ISAKU:380000.0	SMS	?	?			
TOP	ISAKU:47500.00	SMS	?	?			
TOP	FREN:25000	SMS	SMARTFREN:25000	PURCHASE			
TOP	TAPCASH:150000	SMS	TAPCASH	PURCHASE			
TOP	ISAKU:870300.0	SMS	?	?			
ANTARBANK	008-55310703275788	SMS	?	?			
CLR	BANK MUAMALAT INDONESIA	SMS	BANK MUAMALAT	TRANSFER			
CWP	PDAM_BANYUMAS	SMS	?	?			
TOP	TAPCASH:50000	SMS	TOP UP TAPCASH - DIRECT	PURCHASE			
TOP	ISAKU:475000.0	SMS	ISAKU	PURCHASE			
TOP	ISAKU:447500.0	SMS	?	?			
TOP	ISAKU:203000.0	SMS	?	?			
TOP	ISAKU:117500.0	SMS	?	?			
SWT	HSBC -HONGKONG AND SHANGHAI BANK UNIT SYARIAH	SMS	BANK HSBC SYARIAH	TRANSFER			
TOP	TAPCASH:10000.00	SMS	TOP UP TAPCASH - DIRECT	PURCHASE			
SWT	BANK QNB	SMS	BANK QNB INDONESIA	TRANSFER			
CLR	BANK INTERNASIONAL INDONESIA UNIT SYARIAH	SMS	MAYBANK SYARIAH	TRANSFER			
TRAVELOKA	SMARTPAY	SMS	TRAVELOKA	PAYMENT			
CHARITY	WAKAF TUNAI	SMS	WAKAF	PAYMENT			
ANTARBANK	013-09082021	SMS	?	?			
TOP	ISAKU:795000.0	SMS	?	?			
TOP	TELKOMSEL:1000000	SMS	TELKOMSEL:1000000	PURCHASE			
TOP	TELKOMSEL:40000.00	SMS	TELKOMSEL	PURCHASE			
SWT	BPD SUMUT UNIT SYARIAH	SMS	BANK SUMUT UNIT SYARIAH	TRANSFER			
SWT	BANK BTPN	SMS	BANK BTPN	TRANSFER			
CLR	BANK DKI SYARIAH	SMS	?	?			
ANTARBANK	600-BPR SUPRA	SMS	?	?			
SWT	BPD LAMPUNG	SMS	BANK LAMPUNG	TRANSFER			
ANTARBANK	451-S.SAMPOERNA	SMS	?	?			
TOP	ISAKU:129000.0	SMS	?	?			
TOP	TAPCASH:135217.0	SMS	?	?			
TOP	ISAKU:1000000	SMS	ISAKU	PURCHASE			
TOP	ISAKU:84500.00	SMS	?	?			
SWT	BANK MAYAPADA	SMS	BANK MAYAPADA	TRANSFER			
TOP	ISAKU:97000.00	SMS	?	?			
CLR	PANIN BANK	SMS	BANK PANIN	TRANSFER			
BPJS	BPJS	SMS	?	?			
TOP	ISAKU:99000.00	SMS	ISAKU	PURCHASE			
ANTARBANK	014-123	SMS	BANK BCA	TRANSFER			
CLR	BANK CAPITAL INDONESIA	SMS	?	?			
MFP	FIF	SMS	?	?			
TOP	ISAKU:54000.00	SMS	ISAKU	PURCHASE			
CLR	BANK CENTRAL ASIA UNIT SYARIAH	SMS	BCA SYARIAH	TRANSFER			
WAKAF PRODUKTIF	ACT	SMS	?	?			
TOP	ISAKU:42500.00	SMS	?	?			
ANTARBANK	123-BPD KALBAR	SMS	BANK KALBAR	TRANSFER			
ANTARBANK	167-BANK QNB	SMS	BANK QNB INDONESIA	TRANSFER			
HELP	BNI	SMS	BNI	OTHERS			
TOP	ISAKU:90000.00	SMS	ISAKU	PURCHASE			
PAY	LPG3KG	SMS	PERTAMINA LPG3K	PURCHASE			
PAY	HSBC	SMS	HSBC	PAYMENT			
CABLE TV	FIRSTMEDIA	SMS	FIRSTMEDIA	PAYMENT			
TOP	TAPCASH:88000.00	SMS	?	?			
ANTARBANK	547-BTPN SYARIAH	SMS	BTPN SYARIAH	TRANSFER			
VOUCHER PREPAID RECHARGE	XL_REG:500000	SMS	?	?			
CLR	BANK MAYBANK UNIT SYARIAH	SMS	?	?			
TOP	TAPCASH:16000.00	SMS	?	?			
AIRLINE TICKET	LIONAIR	SMS	LION AIR	PAYMENT			
TOP	ISAKU:760000.0	SMS	?	?			
TUITION FEE	UNIVERSITAS TERBUKA	SMS	?	?			
TOP	TAPCASH:70000.00	SMS	TOP UP TAPCASH	PURCHASE			
CABLE TV	TRANSVISION	SMS	TRANSVISION	PAYMENT			
HST	BNI	SMS	BNI	INQUIRY			
PAY	AETRA	SMS	AETRA	PAYMENT			
ANTARBANK	008-06092021	SMS	?	?			
TOP	TAPCASH:1.00	SMS	TAPCASH	PURCHASE			
ANTARBANK	213-123	SMS	?	?			
SWT	BANK HSBC Indonesia	SMS	?	?			
TOP	TAPCASH:235000.0	SMS	?	?			
CLR	BANK INDEX SELINDO	SMS	BANK INDEX	TRANSFER			
SWT	BPD KALBAR UNIT SYARIAH	SMS	BANK KALBAR UNIT SYARIAH	TRANSFER			
MPN	DITJEN BEA DAN CUKAI	SMS	?	?			
PAY	KREDITPLUS	SMS	KREDIT PLUS	PAYMENT			
VOUCHER PREPAID RECHARGE	FREN:100000	SMS	?	?			
SWT	BANK JTRUST INDONESIA	SMS	?	?			
TOP	TELKOMSEL:25000	SMS	TELKOMSEL:25000	PURCHASE			
TOP	ISAKU:540000.0	SMS	ISAKU	PURCHASE			
SWT	NATIONAL NOBU BANK	SMS	?	?			
LKA	LINKAJA	SMS	?	?			
SWT	BANK TABUNGAN NEGARA UNIT SYARIAH	SMS	BTN SYARIAH	TRANSFER			
TOP	ISAKU:175000.0	SMS	ISAKU	PURCHASE			
TOP	TAPCASH:245100.0	SMS	?	?			
TOP	XL:200000	SMS	XL:200000	PURCHASE			
PAY	BUMIPUTERA LANJUTAN	SMS	BUMIPUTERA	PAYMENT			
TOP	XL:15000.00	SMS	XL	PURCHASE			
TOP	ISAKU:235000.0	SMS	?	?			
TOP	ISAKU:66848.00	SMS	?	?			
PNF	PENSION FT	SMS	DPLK BNI	TRANSFER			
TOP	ISAKU:543000.0	SMS	?	?			
ANTARBANK	011-BANK DANAMON	SMS	BANK DANAMON	TRANSFER			
TOP	ISAKU:580000.0	SMS	?	?			
TAG	INDOSAT	SMS	INDOSAT POSTPAID	INQUIRY			
CLR	BPD JATIM	SMS	BANK JATIM	TRANSFER			
TOP	TAPCASH:200000	SMS	TAPCASH	PURCHASE			
SWT	BANK MEGA	SMS	BANK MEGA	TRANSFER			
TOP	ISAKU:156257.0	SMS	?	?			
TOP	ISAKU:216000.0	SMS	ISAKU	PURCHASE			
TOP	ISAKU:29000.00	SMS	?	?			
TOP	ISAKU:30000	SMS	ISAKU	PURCHASE			
SWT	BANK VICTORIA INTERNATIONAL	SMS	BANK VICTORIA INTERNATIONAL	TRANSFER			
ANTARBANK	121-LAMPUNG	SMS	BANK LAMPUNG	TRANSFER			
TOP	ISAKU:729000.0	SMS	?	?			
SWT	BSI ex BRIS	SMS	?	?			
TOP	ISAKU:555000.0	SMS	?	?			
TOP	ISAKU:205000.0	SMS	ISAKU	PURCHASE			
TOP	XL:25000	SMS	XL:25000	PURCHASE			
ANTARBANK	014-BANK BTN	SMS	?	?			
SWT	BSI ex BINS	SMS	?	?			
PAY	3	SMS	THREE POSTPAID	PAYMENT			
CWP	AETRA	SMS	?	?			
ANTARBANK	002-070000BAF KRD M	SMS	?	?			
SAL	BNI	SMS	SAL	INQUIRY			
ANTARBANK	023-BANK UOB	SMS	BANK UOB INDONESIA	TRANSFER			
TOP	PULSA INTERNET TELKOMSEL:150000	SMS	PAKET DATA TELKOMSEL	PURCHASE			
PNT	PLN	SMS	?	?			
TOP	ISAKU:87420.00	SMS	?	?			
ANTARBANK	127-03072021	SMS	?	?			
CREDIT CARD OTHER BANK	HSBC	SMS	HSBC	PAYMENT			
SWT	HSBC -HONGKONG AND SHANGHAI BANK	SMS	BANK HSBC	TRANSFER			
SWT	BPD KALTENG	SMS	BANK KALTENG	TRANSFER			
RTG	BANK RAKYAT INDONESIA	SMS	BANK BRI	TRANSFER			
TOP	TAPCASH:262217.0	SMS	?	?			
INFAQ	DPUDT	SMS	INFAQ - DPUDT	PAYMENT			
TRF-BILL_P	TRANSVISION	SMS	TRANSVISION	PAYMENT			
ANTARBANK	127-BSG	SMS	?	?			
TOP	ISAKU:850000.0	SMS	?	?			
TOP	TAPCASH:4000.00	SMS	?	?			
PAY	BUKOPIN	SMS	BUKOPIN	PAYMENT			
TOP	ISAKU:710000.0	SMS	?	?			
PAY	PGN	SMS	PGN	PAYMENT			
VOUCHER PREPAID RECHARGE	INDOSAT:50000	SMS	?	?			
ANTARBANK	152-BANK SHINHAN	SMS	BANK SHINHAN	TRANSFER			
PAY	FIRSTMEDIA	SMS	FIRSTMEDIA	PAYMENT			
ANTARBANK	014-55311029918208	SMS	?	?			
TOP	ISAKU:13000.00	SMS	?	?			
TOP	ISAKU:280000.0	SMS	?	?			
ANTARBANK	564-BANK MANTAP	SMS	BANK MANTAP	TRANSFER			
TRF	BNI	SMS	BNI	TRANSFER			
TTP	KAI	SMS	?	?			
TOP	TAPCASH:230000.0	SMS	?	?			
TOP	ISAKU:227000.0	SMS	?	?			
TOP	TELKOMSEL:150000	SMS	TELKOMSEL:150000	PURCHASE			
ANTARBANK	123-BCA	SMS	?	?			
TOP	ISAKU:875000.0	SMS	?	?			
ANTARBANK	517-PANIN DUBAI	SMS	BANK PANIN DUBAI	TRANSFER			
VOUCHER PREPAID RECHARGE	XL_REG:300000	SMS	?	?			
PAY	PDAM_BALIKPAPAN	SMS	PDAM BALIKPAPAN	PAYMENT			
ANTARBANK	076-BUMI ARTA	SMS	BANK BUMI ARTA	TRANSFER			
TOP	TAPCASH:250000.0	SMS	TOP UP TAPCASH - DIRECT	PURCHASE			
TOP	ISAKU:360000.0	SMS	ISAKU	PURCHASE			
TOP	ISAKU:785400.0	SMS	?	?			
SWT	BANK DANAMON INDONESIA UNIT SYARIAH	SMS	BANK DANAMON UNIT SYARIAH	TRANSFER			
SWT	BPD SULSELBAR	SMS	BANK SULSELBAR	TRANSFER			
PAY	MEGA	SMS	MEGA	PAYMENT			
TOP	TAPCASH:67000.00	SMS	?	?			
TOP	ISAKU:210200.0	SMS	?	?			
TOP	ISAKU:126000.0	SMS	?	?			
TOP	ISAKU:58000.00	SMS	?	?			
TOP	ISAKU:63000.00	SMS	?	?			
ANTARBANK	147-123	SMS	?	?			
